,cut,clarity,color,price,depth,carat,table,x,y,z
42715,Ideal,SI2,E,1340,60.6,0.54,57,5.28,5.25,3.19
42716,Ideal,SI2,E,1340,60.7,0.54,56,5.3,5.25,3.2
42717,Ideal,SI2,E,1340,60.4,0.54,57,5.33,5.27,3.2
42718,Fair,SI1,E,1340,55.8,0.51,61,5.43,5.35,3.01
42719,Very Good,SI1,E,1340,60.3,0.51,63,5.13,5.06,3.07
42720,Premium,SI1,E,1340,58.2,0.51,61,5.27,5.22,3.05
42721,Premium,SI1,G,1340,61.1,0.54,60,5.24,5.2,3.19
42722,Ideal,VVS2,I,1341,61.2,0.53,56,5.21,5.28,3.21
42723,Ideal,SI1,E,1341,62.1,0.52,54,5.17,5.2,3.22
42724,Good,VS1,J,1341,61.6,0.68,65,5.63,5.57,3.45
42725,Premium,SI1,H,1341,58.9,0.6,61,5.54,5.5,3.25
42726,Ideal,IF,G,1341,61.6,0.43,57,4.84,4.81,2.97
42727,Ideal,VVS1,F,1342,59.2,0.37,57,4.71,4.75,2.8
42728,Ideal,SI2,D,1342,62.7,0.58,56,5.3,5.32,3.33
42729,Ideal,SI2,D,1342,61.2,0.58,57,5.36,5.4,3.29
42730,Ideal,SI1,I,1342,62.2,0.6,58,5.37,5.41,3.35
42731,Very Good,SI1,G,1343,63.1,0.52,58,5.11,5.13,3.23
42732,Very Good,SI1,E,1343,61.1,0.52,62,5.16,5.18,3.16
42733,Very Good,SI1,E,1343,60.8,0.52,56,5.17,5.2,3.15
42734,Ideal,SI1,E,1343,62,0.51,55,5.12,5.14,3.18
42735,Ideal,SI1,E,1343,61.1,0.51,56,5.17,5.2,3.17
42736,Ideal,SI1,E,1343,62.4,0.51,55,5.09,5.14,3.19
42737,Very Good,SI1,E,1343,62.8,0.51,61,5.06,5.07,3.18
42738,Good,VS2,G,1343,63.9,0.51,56,5.07,5.1,3.25
42739,Ideal,SI1,E,1343,62.5,0.51,56,5.07,5.1,3.18
42740,Ideal,SI1,E,1343,61.7,0.51,55,5.13,5.17,3.18
42741,Very Good,SI1,E,1343,61,0.51,58,5.1,5.13,3.12
42742,Ideal,SI1,E,1343,62.3,0.51,56,5.12,5.15,3.2
42743,Good,SI1,E,1343,63.9,0.51,56,5.07,5.11,3.25
42744,Good,VS2,G,1343,63.5,0.51,57,5.05,5.06,3.21
42745,Premium,SI1,E,1343,61.8,0.51,58,5.11,5.15,3.17
42746,Good,SI1,E,1343,63.5,0.51,54,5.07,5.1,3.23
42747,Good,SI1,E,1343,63.2,0.51,61,5.05,5.08,3.2
42748,Premium,VS2,G,1343,61.3,0.51,59,5.11,5.17,3.15
42749,Good,SI1,E,1343,63.9,0.51,54,5.05,5.09,3.24
42750,Very Good,VS2,G,1343,62.6,0.51,57,5.1,5.15,3.21
42751,Very Good,VS1,H,1343,62.5,0.51,58,5.09,5.12,3.19
42752,Ideal,VS2,G,1343,62,0.51,56,5.11,5.18,3.19
42753,Ideal,SI2,G,1343,62.2,0.58,55,5.4,5.36,3.35
42754,Ideal,SI1,I,1343,61.3,0.56,56,5.28,5.31,3.25
42755,Ideal,SI1,H,1343,61.9,0.56,58,5.27,5.3,3.27
42756,Very Good,SI2,D,1343,63.2,0.54,57,5.19,5.16,3.27
42757,Premium,SI1,D,1344,59.7,0.52,60,5.26,5.19,3.12
42758,Very Good,VS2,E,1345,58.9,0.46,59.4,5.05,5.1,2.99
42759,Premium,SI2,G,1345,60.2,0.62,61,5.49,5.44,3.29
42760,Ideal,SI1,G,1345,62.5,0.56,57,5.26,5.23,3.28
42761,Very Good,VS2,F,1345,63.4,0.5,57,5.01,4.96,3.16
42762,Ideal,SI1,G,1345,62.9,0.56,56,5.27,5.25,3.31
42763,Premium,SI1,G,1345,62.8,0.56,55,5.28,5.26,3.31
42764,Very Good,SI1,F,1346,61.2,0.54,55,5.23,5.29,3.22
42765,Very Good,SI1,F,1346,62,0.57,55,5.32,5.37,3.32
42766,Ideal,VVS2,I,1346,61.7,0.54,54,5.25,5.29,3.25
42767,Ideal,SI2,E,1346,62.8,0.58,56,5.3,5.37,3.35
42768,Ideal,SI1,G,1346,60,0.52,56,5.24,5.27,3.15
42769,Ideal,SI1,F,1346,61.9,0.51,56,5.11,5.16,3.18
42770,Ideal,SI1,D,1346,62.9,0.51,55,5.07,5.11,3.2
42771,Premium,SI1,J,1348,60.5,0.55,59,5.33,5.28,3.21
42772,Very Good,SI2,F,1348,63.1,0.62,52,5.39,5.53,3.45
42773,Ideal,IF,G,1348,62.2,0.44,54,4.89,4.92,3.05
42774,Ideal,IF,G,1348,62.2,0.44,53,4.9,4.94,3.06
42775,Good,VS2,E,1348,63.3,0.5,64,4.98,5,3.16
42776,Fair,VS1,F,1348,62.9,0.5,68,5.02,4.96,3.14
42777,Premium,SI1,E,1348,62.4,0.5,61,5.1,4.98,3.15
42778,Very Good,VS2,H,1349,62.6,0.5,56,4.99,5.11,3.16
42779,Very Good,SI1,E,1349,62.7,0.48,58.5,4.99,5.01,3.14
42780,Very Good,VVS1,D,1349,62.7,0.41,56,4.74,4.77,2.98
42781,Premium,VVS1,D,1349,62.2,0.41,58,4.71,4.77,2.95
42782,Good,VS2,G,1349,63.3,0.52,57,5.09,5.11,3.23
42783,Ideal,VS2,H,1349,61.3,0.5,56,5.12,5.16,3.15
42784,Good,VVS1,F,1349,61.9,0.4,61,4.71,4.73,2.92
42785,Premium,SI1,F,1349,63,0.54,57,5.23,5.18,3.28
42786,Good,SI1,D,1349,64,0.51,58,5.06,5.03,3.23
42787,Premium,SI1,F,1349,59.4,0.51,61,5.26,5.21,3.11
42788,Very Good,VS1,I,1350,59.9,0.53,58,5.24,5.28,3.15
42789,Ideal,SI1,G,1350,62.4,0.54,56,5.2,5.22,3.25
42790,Ideal,SI1,G,1350,61.8,0.54,58,5.21,5.27,3.24
42791,Good,SI2,F,1350,58.7,0.52,64,5.24,5.26,3.08
42792,Good,SI1,G,1350,65.3,0.6,56,5.21,5.26,3.42
42793,Ideal,VS1,D,1350,62.3,0.42,57,4.8,4.76,2.98
42794,Ideal,VS1,D,1350,61.4,0.42,56,4.86,4.82,2.97
42795,Good,I1,G,1350,63.7,0.8,55,5.91,5.81,3.73
42796,Fair,VS1,G,1350,65.8,0.5,57,5.03,4.91,3.27
42797,Premium,SI2,F,1351,60.3,0.63,61,5.55,5.5,3.33
42798,Very Good,VS2,G,1351,60.9,0.5,58,5.08,5.1,3.1
42799,Very Good,VS2,G,1351,62,0.5,57,5.04,5.12,3.15
42800,Very Good,SI1,E,1351,60.7,0.5,58,5.09,5.13,3.1
42801,Ideal,VVS2,I,1351,60.9,0.53,56,5.26,5.3,3.21
42802,Ideal,VVS2,F,1351,61.8,0.4,55,4.71,4.74,2.92
42803,Premium,VS2,E,1351,58.8,0.49,59,5.2,5.14,3.04
42804,Ideal,SI1,G,1352,62.2,0.52,54,5.18,5.2,3.23
42805,Good,SI2,D,1352,54.3,0.53,65,5.46,5.51,2.98
42806,Ideal,VS2,J,1352,60.8,0.59,57,5.47,5.42,3.31
42807,Ideal,SI1,I,1352,61.7,0.59,55,5.41,5.39,3.33
42808,Ideal,VVS2,D,1353,60.9,0.4,57,4.74,4.78,2.9
42809,Ideal,VS2,H,1353,62.5,0.53,54,5.17,5.2,3.24
42810,Ideal,VS2,H,1353,62.3,0.53,54,5.19,5.21,3.24
42811,Ideal,VS2,H,1353,62.1,0.53,54,5.21,5.23,3.24
42812,Ideal,VS1,H,1353,61.9,0.46,55,4.95,4.99,3.08
42813,Good,VS1,F,1353,64,0.47,60,4.96,4.87,3.15
42814,Very Good,SI1,F,1354,60.3,0.52,61,5.21,5.27,3.16
42815,Very Good,SI1,D,1354,63.4,0.5,56,5.01,5.06,3.19
42816,Very Good,SI1,D,1354,61.9,0.5,62,5.03,5.09,3.13
42817,Very Good,SI1,E,1354,60.7,0.5,61,5.09,5.13,3.1
42818,Premium,VS2,G,1354,59.4,0.5,60,5.14,5.16,3.06
42819,Very Good,VS2,G,1354,60.3,0.5,58,5.15,5.19,3.12
42820,Ideal,VVS1,D,1354,61.5,0.4,55,4.78,4.82,2.95
42821,Ideal,SI1,H,1354,61.7,0.51,55,5.12,5.16,3.17
42822,Ideal,SI1,H,1354,61,0.51,57,5.17,5.22,3.17
42823,Ideal,SI1,G,1354,60.4,0.52,57,5.23,5.27,3.17
42824,Good,VS2,F,1354,59.7,0.5,63,5.08,5.1,3.04
42825,Premium,SI1,F,1354,62.9,0.55,58,5.26,5.23,3.3
42826,Good,SI1,E,1355,63.1,0.53,56,5.15,5.19,3.26
42827,Ideal,VS1,I,1355,61.6,0.57,56,5.33,5.35,3.29
42828,Ideal,SI1,E,1355,60.9,0.51,54,5.17,5.21,3.16
42829,Premium,VS1,E,1355,62,0.46,58,4.98,4.95,3.08
42830,Premium,SI1,G,1355,59.8,0.59,58,5.48,5.43,3.26
42831,Very Good,SI1,F,1356,63,0.54,60,5.13,5.12,3.23
42832,Very Good,SI1,I,1356,63.4,0.61,55,5.39,5.43,3.43
42833,Ideal,SI2,D,1356,61.7,0.58,54,5.4,5.43,3.34
42834,Ideal,SI2,D,1356,63.4,0.58,57,5.29,5.34,3.37
42835,Ideal,SI1,E,1356,61.5,0.51,54,5.15,5.19,3.18
42836,Premium,VVS1,F,1356,58.9,0.41,58,4.87,4.84,2.86
42837,Ideal,VVS1,F,1356,62.3,0.41,53,4.8,4.77,2.98
42838,Premium,VVS1,F,1356,62.1,0.41,56,4.79,4.78,2.97
42839,Ideal,VVS1,F,1356,60.9,0.41,56,4.83,4.79,2.93
42840,Ideal,VVS1,F,1356,60.3,0.41,56,4.85,4.8,2.91
42841,Ideal,VVS1,F,1356,60.7,0.41,56,4.85,4.81,2.93
42842,Ideal,VVS1,F,1356,62.1,0.41,57,4.79,4.75,2.96
42843,Ideal,VVS1,F,1356,61.8,0.41,55,4.78,4.76,2.95
42844,Ideal,VVS1,F,1356,61.9,0.41,56,4.79,4.77,2.96
42845,Ideal,VVS1,F,1356,61.7,0.41,57,4.8,4.77,2.95
42846,Ideal,VVS1,F,1356,62.3,0.41,57,4.77,4.73,2.96
42847,Premium,VVS1,F,1356,61.3,0.41,59,4.79,4.73,2.92
42848,Premium,VVS1,F,1356,61.8,0.41,59,4.77,4.74,2.94
42849,Ideal,VVS1,F,1356,62,0.41,55,4.78,4.74,2.95
42850,Ideal,VVS1,F,1356,62.3,0.41,55,4.79,4.74,2.97
42851,Ideal,VVS1,F,1356,61.8,0.41,57,4.79,4.75,2.95
42852,Ideal,VVS2,D,1356,62.3,0.41,57,4.76,4.74,2.96
42853,Premium,VVS2,D,1356,61.8,0.41,58,4.79,4.75,2.95
42854,Ideal,VVS2,D,1356,62.3,0.41,55,4.77,4.76,2.97
42855,Premium,VVS2,D,1356,61.2,0.41,62,4.82,4.78,2.94
42856,Ideal,VVS2,D,1356,62.1,0.41,56,4.78,4.76,2.96
42857,Premium,VVS2,D,1356,62.5,0.41,58,4.75,4.72,2.96
42858,Premium,SI1,G,1356,60.8,0.54,59,5.27,5.23,3.19
42859,Premium,VS2,H,1356,59.1,0.53,59,5.33,5.26,3.13
42860,Premium,SI1,E,1356,59.5,0.54,61,5.31,5.28,3.15
42861,Very Good,VS2,F,1357,60.8,0.5,61,5.04,5.09,3.08
42862,Very Good,SI1,E,1357,60.9,0.51,57,5.17,5.2,3.16
42863,Ideal,SI2,E,1357,58.8,0.57,57,5.49,5.46,3.22
42864,Ideal,VS1,I,1357,61.5,0.52,56,5.19,5.16,3.18
42865,Good,SI1,F,1357,63.6,0.52,62,5.07,4.96,3.2
42866,Very Good,SI1,E,1358,60.2,0.54,58,5.23,5.37,3.19
42867,Ideal,VVS1,F,1358,62,0.43,57,4.81,4.84,2.99
42868,Ideal,VVS1,F,1358,62.3,0.43,55,4.85,4.88,3.03
42869,Ideal,VVS1,F,1358,61,0.43,56,4.87,4.9,2.98
42870,Very Good,VVS1,F,1358,61.5,0.43,56,4.86,4.9,3
42871,Premium,VVS1,F,1358,60.3,0.43,58,4.88,4.91,2.95
42872,Ideal,VVS1,F,1358,62.1,0.43,55,4.81,4.85,3
42873,Ideal,SI2,G,1358,61.6,0.55,56,5.28,5.31,3.26
42874,Ideal,VVS1,G,1358,61.5,0.45,57,4.95,4.91,3.03
42875,Ideal,VVS1,G,1358,61.7,0.45,56,4.96,4.93,3.05
42876,Premium,VS1,D,1358,60.6,0.45,59,4.98,4.96,3.01
42877,Fair,SI1,E,1358,64.5,0.56,61,5.22,5.09,3.33
42878,Very Good,VVS2,D,1359,61.4,0.4,58.3,4.73,4.74,2.9
42879,Very Good,SI1,F,1359,61.6,0.53,57,5.16,5.23,3.2
42880,Ideal,SI1,F,1359,60.3,0.53,57,5.21,5.24,3.15
42881,Ideal,SI1,F,1359,62.6,0.53,55,5.17,5.22,3.25
42882,Premium,SI1,F,1359,60.4,0.61,56,5.47,5.43,3.29
42883,Ideal,VVS1,G,1359,60.7,0.39,56,4.73,4.77,2.88
42884,Ideal,VS2,H,1359,61.9,0.54,56,5.24,5.26,3.25
42885,Ideal,SI2,E,1359,60.7,0.5,56,5.16,5.19,3.14
42886,Ideal,SI2,E,1359,62.4,0.58,58,5.32,5.35,3.33
42887,Ideal,SI2,D,1359,61.9,0.57,56,5.3,5.34,3.3
42888,Ideal,IF,E,1359,61.4,0.32,56,4.38,4.42,2.7
42889,Ideal,SI2,D,1359,59.8,0.51,55,5.23,5.17,3.11
42890,Ideal,SI2,D,1359,61.1,0.51,56,5.18,5.16,3.16
42891,Premium,SI2,D,1359,62,0.51,58,5.12,5.08,3.16
42892,Ideal,SI2,D,1359,62.8,0.51,57,5.12,5.1,3.21
42893,Ideal,SI2,D,1359,61.9,0.51,56,5.15,5.1,3.17
42894,Ideal,SI2,D,1359,62.5,0.51,55,5.15,5.12,3.21
42895,Premium,VS2,H,1359,58.5,0.51,61,5.26,5.23,3.07
42896,Ideal,SI1,F,1360,61.8,0.53,56,5.19,5.23,3.22
42897,Ideal,SI1,F,1360,61.9,0.53,55,5.19,5.21,3.22
42898,Very Good,SI1,G,1361,61.8,0.56,55,5.28,5.33,3.28
42899,Premium,SI1,E,1361,60.2,0.54,58,5.27,5.3,3.18
42900,Good,VS1,H,1361,63.2,0.54,58,5.12,5.16,3.25
42901,Good,VS1,H,1361,63.2,0.54,60,5.13,5.16,3.25
42902,Good,SI1,F,1361,59.1,0.59,58,5.46,5.5,3.24
42903,Good,SI1,E,1361,57.4,0.51,62,5.29,5.24,3.02
42904,Very Good,SI2,E,1362,62.9,0.59,58,5.33,5.39,3.37
42905,Fair,SI2,J,1362,66.1,0.71,58,5.53,5.43,3.62
42906,Good,VVS2,H,1362,61.9,0.5,64.3,5.01,5.03,3.11
42907,Premium,VVS1,E,1362,60.7,0.39,58,4.73,4.69,2.86
42908,Premium,IF,G,1362,59,0.39,60,4.78,4.75,2.81
42909,Very Good,SI1,E,1363,60.8,0.51,57,5.12,5.17,3.13
42910,Premium,VS2,H,1363,62.1,0.55,58,5.24,5.29,3.27
42911,Ideal,SI2,D,1363,60.9,0.55,57,5.26,5.29,3.21
42912,Very Good,VVS1,J,1363,61.7,0.52,55.5,5.17,5.19,3.19
42913,Ideal,VVS2,E,1363,61.6,0.41,55,4.81,4.84,2.97
42914,Ideal,VVS2,E,1363,60.5,0.41,57,4.83,4.86,2.93
42915,Good,SI1,D,1363,58.7,0.51,58,5.21,5.25,3.07
42916,Good,SI1,G,1363,63.8,0.53,56,5.18,5.14,3.29
42917,Ideal,SI1,F,1363,62.4,0.53,57,5.21,5.18,3.24
42918,Good,SI1,F,1363,63.8,0.53,58,5.17,5.12,3.28
42919,Good,SI1,F,1363,63.8,0.53,56,5.16,5.13,3.28
42920,Ideal,SI1,F,1363,62.9,0.53,57,5.18,5.15,3.25
42921,Premium,SI1,D,1363,61.4,0.5,59,5.12,5.08,3.13
42922,Fair,SI1,E,1363,64.5,0.53,53,5.16,5.15,3.33
42923,Premium,SI1,G,1363,61.3,0.53,58,5.21,5.16,3.18
42924,Very Good,VVS2,D,1364,61.2,0.41,55,4.79,4.82,2.95
42925,Good,SI1,G,1364,63.3,0.57,55,5.29,5.32,3.36
42926,Ideal,SI1,G,1364,61.7,0.57,56,5.33,5.37,3.3
42927,Good,SI1,F,1364,63.2,0.57,55,5.26,5.31,3.34
42928,Good,SI1,G,1364,63.5,0.57,55,5.28,5.3,3.36
42929,Very Good,SI1,F,1364,58.6,0.57,57,5.37,5.59,3.21
42930,Ideal,SI2,F,1364,61.8,0.62,55,5.5,5.51,3.4
42931,Premium,VS2,H,505,60.7,0.32,58,4.43,4.46,2.7
42932,Ideal,VS2,H,505,61.5,0.32,56,4.38,4.4,2.7
42933,Premium,VS2,H,505,60.5,0.32,59,4.39,4.43,2.67
42934,Very Good,VS2,H,505,62.4,0.32,58,4.33,4.36,2.71
42935,Very Good,VS2,I,505,61.6,0.36,58,4.52,4.57,2.8
42936,Premium,VS1,I,505,61.9,0.32,58,4.36,4.4,2.71
42937,Ideal,VS2,H,505,62.2,0.32,57,4.36,4.38,2.72
42938,Premium,SI2,E,505,61.5,0.36,58,4.56,4.61,2.82
42939,Good,VS1,I,505,63.1,0.32,56,4.38,4.4,2.77
42940,Very Good,VVS2,E,506,61.4,0.26,57,4.1,4.13,2.52
42941,Ideal,SI1,G,506,61.6,0.33,56,4.43,4.47,2.74
42942,Premium,SI2,F,506,61.3,0.3,58,4.33,4.28,2.64
42943,Premium,SI1,I,506,61.9,0.3,61,4.29,4.27,2.65
42944,Premium,SI1,I,506,61.6,0.3,62,4.3,4.27,2.64
42945,Premium,SI2,F,506,62.6,0.3,61,4.24,4.2,2.64
42946,Very Good,SI2,F,506,63.5,0.3,57,4.25,4.22,2.69
42947,Very Good,SI2,F,506,63.4,0.3,56,4.29,4.26,2.71
42948,Premium,SI2,F,506,62.3,0.3,58,4.32,4.28,2.68
42949,Very Good,SI2,F,506,63.3,0.3,55,4.33,4.29,2.73
42950,Ideal,VS1,J,506,59.7,0.3,57,4.4,4.37,2.62
42951,Premium,VS1,J,506,61.9,0.3,56,4.32,4.28,2.66
42952,Premium,VS1,J,506,61.2,0.3,61,4.33,4.3,2.64
42953,Premium,VS1,J,506,62.6,0.3,58,4.32,4.27,2.69
42954,Premium,VS1,J,506,62.6,0.3,58,4.31,4.28,2.69
42955,Very Good,VS1,J,506,63.5,0.3,58,4.27,4.24,2.7
42956,Premium,VS1,J,506,62.7,0.3,59,4.28,4.24,2.67
42957,Very Good,VS1,J,506,63.4,0.3,55,4.3,4.25,2.71
42958,Premium,VS1,J,506,62.4,0.3,58,4.3,4.26,2.67
42959,Good,VS1,J,506,63.6,0.3,52,4.29,4.27,2.72
42960,Premium,VS1,J,506,63,0.3,59,4.27,4.24,2.68
42961,Ideal,SI2,D,1364,61.6,0.55,56,5.28,5.31,3.26
42962,Premium,SI2,E,1364,59.7,0.55,58,5.35,5.33,3.19
42963,Very Good,VVS1,E,1365,60.5,0.42,55,4.85,4.9,2.95
42964,Ideal,VVS1,I,1365,61.6,0.47,55,4.99,5.01,3.08
42965,Ideal,VS2,H,1365,60.9,0.51,56.4,5.15,5.18,3.15
42966,Ideal,SI1,F,1365,61.5,0.56,55,5.32,5.35,3.28
42967,Good,VS2,E,1365,57.8,0.5,60,5.2,5.29,3.03
42968,Very Good,SI1,G,1367,60.2,0.53,57,5.22,5.28,3.16
42969,Ideal,VVS2,I,1367,61.2,0.5,56,5.13,5.16,3.15
42970,Premium,VS1,F,1367,60.5,0.46,58,4.97,5.02,3.02
42971,Ideal,VVS1,E,1367,60.9,0.41,55,4.8,4.83,2.93
42972,Ideal,VVS1,E,1367,60.7,0.41,57,4.8,4.85,2.93
42973,Ideal,VVS1,E,1367,61.7,0.41,56,4.78,4.82,2.96
42974,Ideal,IF,G,1367,61.7,0.41,56,4.77,4.8,2.95
42975,Premium,VVS1,E,1367,62.2,0.41,58,4.75,4.77,2.96
42976,Very Good,VVS1,E,1367,62.9,0.41,59,4.72,4.76,2.98
42977,Premium,VVS1,E,1367,60.7,0.41,58,4.8,4.86,2.93
42978,Ideal,VVS1,E,1367,61.9,0.41,55,4.78,4.79,2.96
42979,Ideal,VVS1,E,1367,61.3,0.41,57,4.77,4.79,2.93
42980,Ideal,IF,G,1367,62.4,0.41,54,4.74,4.78,2.97
42981,Ideal,VVS1,E,1367,61.3,0.41,56,4.79,4.81,2.94
42982,Ideal,IF,G,1367,62.3,0.41,55,4.75,4.78,2.97
42983,Ideal,IF,G,1367,61,0.41,57,4.79,4.81,2.93
42984,Ideal,IF,G,1367,61.7,0.41,56,4.77,4.8,2.95
42985,Ideal,VVS1,E,1367,61.3,0.41,55,4.76,4.8,2.93
42986,Ideal,SI1,I,1367,61.3,0.55,56,5.29,5.34,3.26
42987,Fair,VS1,G,1367,66.8,0.5,56,4.85,4.91,3.26
42988,Fair,SI1,F,1367,55.3,0.6,63,5.67,5.61,3.12
42989,Good,SI1,F,1367,63.7,0.6,61,5.24,5.21,3.33
42990,Fair,VVS2,G,1367,65,0.48,54,4.95,4.9,3.2
42991,Very Good,SI1,F,1368,63.1,0.55,56,5.22,5.24,3.3
42992,Very Good,IF,E,1368,60.3,0.36,57,4.6,4.63,2.78
42993,Ideal,IF,F,1368,61.9,0.39,57,4.68,4.69,2.9
42994,Ideal,SI2,E,1368,62,0.61,54,5.46,5.48,3.39
42995,Ideal,SI1,G,1368,62,0.54,54,5.25,5.27,3.26
42996,Ideal,SI1,G,1368,61.9,0.54,54,5.26,5.28,3.26
42997,Ideal,SI1,F,1368,61,0.55,58,5.25,5.28,3.21
42998,Very Good,SI2,D,1368,63.2,0.55,56,5.24,5.21,3.3
42999,Very Good,SI2,D,1368,63.3,0.55,56,5.24,5.21,3.31
43000,Ideal,SI2,D,1368,61.3,0.55,57,5.28,5.23,3.22
43001,Ideal,SI2,D,1368,60.9,0.5,57,5.15,5.12,3.12
43002,Ideal,VVS2,I,1369,62,0.58,56,5.34,5.38,3.32
43003,Premium,SI1,E,1369,60.3,0.52,58,5.2,5.24,3.15
43004,Very Good,SI1,E,1369,61,0.52,61,5.17,5.19,3.16
43005,Very Good,VS2,G,1369,63,0.52,55,5.13,5.16,3.24
43006,Very Good,VS2,G,1369,63,0.52,56,5.09,5.13,3.22
43007,Very Good,SI1,E,1369,62.8,0.52,57,5.09,5.13,3.21
43008,Ideal,SI1,G,1369,60.5,0.57,57,5.4,5.37,3.26
43009,Very Good,SI1,G,1369,63.4,0.57,57,5.26,5.21,3.32
43010,Premium,SI1,F,1369,59.7,0.54,59,5.36,5.3,3.18
43011,Ideal,SI1,F,1369,59.8,0.54,57,5.31,5.29,3.17
43012,Ideal,VVS1,E,1369,59.7,0.42,56,4.91,4.88,2.92
43013,Very Good,SI1,F,1370,61.7,0.53,55,5.22,5.24,3.23
43014,Very Good,SI1,F,1370,59.1,0.55,59,5.36,5.4,3.18
43015,Very Good,SI1,F,1370,60.5,0.55,59,5.29,5.35,3.22
43016,Ideal,VVS1,I,1370,62.4,0.5,53,5.1,5.12,3.19
43017,Ideal,VS1,H,1370,62.6,0.5,53,5.09,5.14,3.2
43018,Ideal,VS1,H,1370,61.9,0.5,54,5.12,5.15,3.18
43019,Ideal,VS1,H,1370,61.9,0.5,53,5.11,5.16,3.18
43020,Ideal,VS1,H,1370,61.4,0.5,54,5.13,5.16,3.16
43021,Premium,SI1,F,1370,61.1,0.52,59,5.21,5.17,3.17
43022,Ideal,VS2,I,1371,61.8,0.59,56,5.39,5.42,3.34
43023,Ideal,SI2,F,1371,60.1,0.59,57,5.45,5.49,3.29
43024,Ideal,SI1,G,1371,60.7,0.53,56,5.22,5.27,3.18
43025,Very Good,SI2,E,1372,62.6,0.52,58,5.05,5.17,3.2
43026,Premium,VS1,E,1372,61.9,0.46,58,4.91,4.94,3.05
43027,Premium,VS1,E,1372,61.7,0.46,59,4.93,4.96,3.05
43028,Ideal,VS1,E,1372,60.9,0.42,57,4.83,4.86,2.95
43029,Ideal,SI1,I,1372,62,0.63,57,5.47,5.49,3.4
43030,Very Good,SI1,F,1373,62.6,0.58,57,5.24,5.36,3.32
43031,Very Good,VS2,G,1373,62.8,0.5,56,5.05,5.08,3.18
43032,Fair,VS1,G,1373,65.9,0.5,57,5,4.87,3.25
43033,Very Good,SI1,F,1374,61.8,0.51,57,5.1,5.13,3.16
43034,Good,SI1,D,1374,61.1,0.5,64,5.05,5.07,3.09
43035,Premium,SI1,F,1374,60.1,0.55,58,5.34,5.3,3.2
43036,Ideal,VVS1,G,1374,61.7,0.4,55,4.73,4.76,2.93
43037,Ideal,VS2,I,1374,61.8,0.55,55,5.28,5.32,3.27
43038,Ideal,VS2,H,1374,61.6,0.52,55,5.17,5.19,3.19
43039,Ideal,SI1,F,1374,60.2,0.5,63,5.12,5.15,3.09
43040,Ideal,VVS1,E,1374,61.9,0.33,57,4.46,4.43,2.75
43041,Premium,SI1,E,1374,63,0.5,61,5.07,5.03,3.18
43042,Very Good,SI1,E,1374,63.5,0.5,61,5.03,4.98,3.18
43043,Very Good,SI1,E,1374,63.3,0.5,57,5.01,4.94,3.15
43044,Ideal,VS2,H,1375,61.5,0.51,55,5.16,5.18,3.18
43045,Ideal,VS2,H,1375,61.6,0.51,55,5.16,5.19,3.19
43046,Ideal,VS2,H,1375,61.4,0.51,56,5.14,5.19,3.17
43047,Premium,SI1,E,1375,62.2,0.54,61,5.24,5.15,3.23
43048,Very Good,VVS1,D,1376,61.9,0.41,60,4.71,4.75,2.93
43049,Very Good,SI1,F,1376,59.3,0.54,60,5.32,5.37,3.17
43050,Very Good,SI1,D,1376,60.6,0.5,59,5.08,5.12,3.09
43051,Premium,SI1,D,1376,60.7,0.52,58,5.23,5.18,3.16
43052,Ideal,VVS1,D,1376,61.7,0.41,55,4.77,4.8,2.95
43053,Ideal,VS1,I,1376,62,0.51,57,5.1,5.13,3.17
43054,Good,VS1,H,1376,59.4,0.51,61.9,5.18,5.2,3.08
43055,Ideal,SI2,F,1376,61.9,0.57,58,5.34,5.32,3.3
43056,Ideal,VVS2,I,1376,62.2,0.52,57,5.18,5.11,3.2
43057,Ideal,SI1,G,1376,63.4,0.59,56,5.36,5.29,3.38
43058,Very Good,SI2,E,1377,59,0.58,62,5.46,5.49,3.23
43059,Ideal,SI1,E,1377,61.4,0.51,56,5.15,5.17,3.17
43060,Ideal,SI1,G,1377,61.3,0.53,56,5.22,5.29,3.22
43061,Ideal,SI1,F,1377,62.2,0.57,55,5.32,5.36,3.32
43062,Ideal,IF,G,1377,62.8,0.45,53,4.92,4.95,3.1
43063,Ideal,IF,G,1377,61.4,0.45,56,4.96,4.97,3.05
43064,Ideal,IF,G,1377,62,0.45,53,4.94,4.99,3.08
43065,Ideal,IF,G,1377,61,0.45,57,4.96,5,3.04
43066,Ideal,IF,F,1377,61,0.39,56,4.72,4.75,2.89
43067,Good,SI2,D,1377,59.1,0.54,65,5.28,5.32,3.13
43068,Premium,SI1,G,1377,60.1,0.55,61,5.32,5.29,3.19
43069,Very Good,VS2,I,1378,60.7,0.62,57.3,5.48,5.52,3.33
43070,Very Good,VS1,J,1378,62.6,0.6,56,5.37,5.41,3.37
43071,Very Good,VS1,G,1378,60,0.46,56,5.05,5.1,3.04
43072,Premium,VS2,I,1378,61.9,0.62,59,5.46,5.5,3.39
43073,Very Good,VS2,D,1378,62.2,0.5,60,5.15,5.05,3.17
43074,Very Good,SI1,D,1378,62.2,0.56,63,5.23,5.28,3.27
43075,Very Good,SI1,H,1378,60.4,0.6,63,5.45,5.41,3.28
43076,Ideal,VS2,H,1378,62,0.54,54,5.22,5.27,3.25
43077,Ideal,IF,G,1378,61.3,0.44,55,4.91,4.95,3.02
